area_name,n_unmarried_males_20_24,n_unmarried_males_25_29,n_unmarried_males_30_34,n_married_males_20_24,n_married_males_25_29,n_married_males_30_34,n_unmarried_females_20_24,n_unmarried_females_25_29,n_unmarried_females_30_34,n_married_females_20_24,n_married_females_25_29,n_married_females_30_34,n_males_middle_school_dropout,n_males_high_school_dropout,n_males_ged,n_males_college_dropout,n_males_associates,n_males_bachelors,n_males_grad,n_females_middle_school_dropout,n_females_high_school_dropout,n_females_ged,n_females_college_dropout,n_females_associates,n_females_bachelors,n_females_grad,n_households,n_white_households,n_black_households,n_amerindian_households,n_asian_households,n_islander_households,n_mixed_households,n_hispanic_households,median_income_males_living_alone,median_income_females_living_alone,p_male_disabled,p_female_disabled,p_white_disabled,p_black_disabled,p_amerindian_disabled,p_asian_disabled,p_hawaiian_disabled,p_nonhisp_white_disabled,p_hispanic_disabled,p_disabled_18_34,p_deaf_18_34,p_blind_18_34,p_cognitive_18_34,p_ambulatory_18_34,p_self_care_18_34,p_independent_living_18_34,median_rent_overall,median_rent_0_bed,median_rent_1_bed,median_rent_2_bed,median_rent_3_bed,n_males_20_34,n_males_35_44,n_females_20_34,n_females_35_44,n_labor_males,n_working_males,n_labor_females,n_working_females,p_married,p_unmarried,p_males_20_34_unmarried,p_females_20_34_unmarried,p_hispanic_unmarried,p_white_unmarried,p_black_unmarried,p_amerindian_unmarried,p_asian_unmarried,p_islander_unmarried,p_white_non_hispanic_unmarried,p_unmarried_males_working,p_unmarried_females_working,n_people,n_males,n_females,n_males_18over,n_females_18over,n_males_65over,n_females_65over,n_white,n_black,n_amerindian,n_asian,n_indian,n_islander,n_mixed,n_hapa,n_hispanic,n_cuban,n_housing,total,n_unmarried_households,n_male_male_couple,n_male_female_couple,n_female_female_couple,n_female_male_couple,n_other_household,percent_obese_fem,percent_obese_male,p_unmarried_20_24_female,p_unmarried_25_29_female,p_unmarried_30_34_female,n_extra_unmarried_20_24_females,m_f_income_gap,m_f_income_ratio,p_gay,m_f_obesity_diff,p_hapa,p_white,p_black
"Logan, UT-ID Metro Area",7333.0,2278.0,828.0,1912.0,3212.0,2753.0,5808.0,1288.0,557.0,3353.0,3071.0,2994.0,91.0,938.0,3156.0,6298.0,827.0,604.0,28.0,65.0,1059.0,2524.0,6111.0,1429.0,1558.0,43.0,42790.0,39461.0,344.0,283.0,727.0,119.0,758.0,3558.0,30520.0,27896.0,9.1,9.4,9.4,3.9,12.8,3.5,4.1,9.5,9.7,6.5,0.8,1.3,4.2,1.7,0.8,2.4,795.0,639.0,585.0,733.0,971.0,19275.0,8105.0,18347.0,7955.0,49835.0,38150.0,50007.0,30322.0,57.0,32.8,54.2,41.7,40.6,32.0,34.6,42.1,42.8,30.1,31.3,31.0,33.6,137629.0,69097.0,68532.0,47437.0,47911.0,6246.0,6952.0,125483.0,992.0,698.0,2570.0,340.0,437.0,3321.0,1169.0,14225.0,106.0,46225.0,41939.0,1726.0,24.0,773.0,39.0,890.0,40213.0,29.3,29.9,0.44197549653755425,0.36118900729108244,0.40216606498194946,-1525.0,2624.0,1.094063665041583,0.013904982618771726,0.5999999999999979,0.008493849406738405,0.9117482507320405,0.0072077832433571415
"Logansport, IN Micro Area",1061.0,725.0,470.0,165.0,345.0,467.0,737.0,568.0,301.0,335.0,384.0,456.0,93.0,396.0,743.0,391.0,89.0,45.0,0.0,175.0,249.0,345.0,546.0,31.0,126.0,32.0,14688.0,13108.0,73.0,97.0,133.0,0.0,159.0,1621.0,29432.0,21058.0,15.9,15.3,17.4,44.5,50.8,5.7,0.0,18.2,1.7,8.4,1.3,1.4,5.2,2.8,1.8,4.9,650.0,572.0,512.0,642.0,780.0,3423.0,2411.0,3121.0,2284.0,15053.0,9958.0,15161.0,8637.0,50.4,28.2,65.9,51.5,37.7,25.5,71.1,37.9,40.4,0.0,25.4,30.6,24.1,37880.0,19019.0,18861.0,14438.0,14629.0,2902.0,3692.0,31859.0,441.0,187.0,527.0,33.0,7.0,1023.0,38.0,5817.0,112.0,16369.0,14666.0,884.0,22.0,448.0,0.0,414.0,13782.0,28.1,28.1,0.40989988876529476,0.43928847641144625,0.39040207522697795,-324.0,8374.0,1.3976635957830754,0.024886877828054297,0.0,0.001003167898627244,0.8410506863780359,0.011642027455121436
"London, KY Micro Area",3982.0,2209.0,1423.0,663.0,2139.0,2094.0,3063.0,1573.0,873.0,861.0,2256.0,2209.0,172.0,1099.0,2823.0,2396.0,194.0,250.0,44.0,159.0,800.0,2274.0,2365.0,183.0,478.0,21.0,54776.0,53575.0,250.0,286.0,203.0,0.0,432.0,382.0,17218.0,15104.0,19.6,19.7,19.7,17.8,28.2,13.1,14.5,19.8,8.2,10.5,1.0,2.3,5.9,2.5,1.0,3.9,612.0,343.0,405.0,583.0,719.0,14514.0,9324.0,13743.0,9136.0,57487.0,29625.0,60081.0,26478.0,50.9,24.7,52.5,40.1,39.2,23.7,64.9,48.1,36.3,0.0,23.5,24.4,21.6,148221.0,73216.0,75005.0,55461.0,58073.0,10573.0,13192.0,142891.0,1817.0,638.0,442.0,191.0,55.0,2007.0,341.0,2306.0,32.0,65085.0,47495.0,2639.0,8.0,1174.0,64.0,1393.0,44856.0,29.9,31.3,0.4347764371894961,0.41591750396615546,0.38022648083623695,-919.0,2114.0,1.1399629237288136,0.0030314513073133762,1.4000000000000021,0.0023006186707686493,0.9640401832398918,0.012258721773567849
"Longview, TX Metro Area",8370.0,5479.0,3154.0,928.0,3137.0,4505.0,6152.0,4487.0,2525.0,1741.0,3535.0,4586.0,166.0,2059.0,5428.0,4562.0,674.0,760.0,34.0,27.0,1538.0,4009.0,4863.0,597.0,799.0,40.0,100968.0,78470.0,18903.0,249.0,662.0,14.0,1681.0,10144.0,31473.0,23222.0,14.7,14.8,14.2,17.5,28.6,9.7,38.5,16.1,6.1,7.8,1.0,1.2,5.1,1.8,0.8,3.4,830.0,675.0,682.0,810.0,1010.0,28153.0,17465.0,26164.0,17418.0,109350.0,69529.0,112717.0,58989.0,49.1,28.3,60.4,50.3,37.5,24.7,42.4,33.4,26.2,20.1,22.5,28.9,26.1,284796.0,141196.0,143600.0,105341.0,108657.0,20213.0,25549.0,219294.0,50912.0,776.0,2521.0,456.0,174.0,6921.0,594.0,44393.0,241.0,119532.0,77528.0,4086.0,72.0,1883.0,55.0,2076.0,73442.0,22.5,21.7,0.42363310838727447,0.45023078466787075,0.44462053178376476,-2218.0,8251.0,1.355309620187753,0.01762114537444934,-0.8000000000000007,0.002085703450891164,0.7700037921880926,0.1787665557100521
"Longview, WA Metro Area",2596.0,2003.0,1307.0,220.0,1026.0,1547.0,2152.0,1533.0,945.0,597.0,1454.0,1582.0,4.0,837.0,1472.0,1520.0,225.0,58.0,0.0,89.0,503.0,1262.0,1554.0,362.0,179.0,0.0,41952.0,38560.0,264.0,526.0,477.0,82.0,1570.0,2371.0,31845.0,23494.0,20.5,20.5,21.1,6.7,19.4,14.2,0.5,21.3,15.0,10.6,1.1,1.2,7.2,1.7,0.9,4.4,854.0,615.0,653.0,840.0,1207.0,9395.0,6158.0,9455.0,6101.0,41843.0,25392.0,43194.0,22470.0,50.2,26.6,62.9,49.0,47.9,25.5,25.1,35.7,20.0,39.0,24.3,29.0,26.6,106778.0,52844.0,53934.0,40534.0,41788.0,9392.0,10690.0,94987.0,847.0,1625.0,1365.0,28.0,217.0,6000.0,774.0,9583.0,90.0,44711.0,41397.0,3273.0,10.0,1389.0,110.0,1764.0,38124.0,38.9,37.6,0.45324347093513057,0.43354072398190047,0.41962699822380106,-444.0,8351.0,1.3554524559461991,0.0030553009471432934,-1.2999999999999972,0.007248684185880987,0.8895746314783944,0.007932345614265111
"Los Alamos, NM Micro Area",266.0,294.0,320.0,57.0,108.0,474.0,235.0,196.0,76.0,60.0,159.0,497.0,0.0,51.0,248.0,177.0,0.0,57.0,15.0,0.0,89.0,225.0,147.0,36.0,60.0,14.0,7931.0,6954.0,53.0,62.0,409.0,0.0,266.0,1065.0,92337.0,60703.0,6.7,10.3,9.4,0.0,3.9,2.3,,9.8,5.7,5.3,0.4,0.6,3.8,0.4,1.9,3.3,1062.0,707.0,776.0,993.0,1291.0,1595.0,1087.0,1295.0,1167.0,7520.0,5675.0,7344.0,4481.0,60.8,23.7,55.2,39.2,30.7,22.7,19.6,36.0,25.6,,21.7,27.9,21.7,18625.0,9463.0,9162.0,7239.0,7140.0,1554.0,1706.0,15929.0,107.0,197.0,926.0,235.0,0.0,938.0,340.0,3346.0,10.0,8384.0,7567.0,185.0,0.0,107.0,0.0,78.0,7382.0,25.9,24.3,0.469061876247505,0.4,0.1919191919191919,-31.0,31634.0,1.5211274566331154,0.0,-1.5999999999999979,0.01825503355704698,0.855248322147651,0.00574496644295302
"Los Angeles-Long Beach-Anaheim, CA Metro Area",447190.0,448434.0,288777.0,11895.0,73860.0,170127.0,422750.0,377245.0,219969.0,22024.0,112606.0,206727.0,10186.0,73780.0,193152.0,276817.0,29025.0,57412.0,3775.0,6690.0,51859.0,157254.0,293253.0,33590.0,83083.0,5151.0,4354287.0,2534797.0,337797.0,26941.0,701612.0,9766.0,129217.0,1493448.0,45658.0,34287.0,9.1,10.0,10.5,14.7,14.7,8.0,10.7,12.0,7.8,4.3,0.6,0.8,2.6,1.0,0.8,1.8,1545.0,1122.0,1285.0,1672.0,2017.0,1532307.0,894607.0,1478082.0,897658.0,5214925.0,3745063.0,5457351.0,3179685.0,44.7,39.9,77.3,69.0,46.0,37.7,52.4,42.4,32.1,40.2,32.7,41.0,40.5,13249614.0,6533214.0,6716400.0,5039859.0,5290487.0,779585.0,1011498.0,7099706.0,876069.0,87817.0,2122263.0,158649.0,37872.0,532776.0,168535.0,5967160.0,49104.0,4643249.0,4338482.0,282711.0,11165.0,137360.0,7074.0,127112.0,4055771.0,26.7,23.4,0.4859530542336253,0.4568906318314987,0.43237489827929854,-24440.0,11371.0,1.3316417301017878,0.03949262674604101,-3.3000000000000007,0.012719993201311374,0.5358424781280421,0.06612034131711308
"Louisville/Jefferson County, KY-IN Metro Area",35701.0,31034.0,17757.0,2012.0,11120.0,19259.0,32451.0,26034.0,14724.0,3420.0,15034.0,20942.0,865.0,7490.0,20583.0,17599.0,1778.0,4900.0,373.0,526.0,5440.0,16565.0,19774.0,2492.0,6713.0,493.0,491443.0,399814.0,72970.0,1026.0,8018.0,162.0,6772.0,17365.0,36149.0,28705.0,13.6,14.5,14.2,15.3,20.6,4.7,11.5,14.6,6.7,7.7,0.9,1.3,4.9,1.6,1.0,2.9,854.0,605.0,696.0,857.0,1051.0,125130.0,79925.0,124202.0,81219.0,484981.0,338892.0,520557.0,316657.0,47.4,31.6,67.5,58.9,37.4,27.8,50.7,29.9,27.8,38.1,27.5,34.5,32.2,1257088.0,613822.0,643266.0,468476.0,504486.0,84768.0,110770.0,998389.0,186297.0,2457.0,26608.0,7813.0,513.0,31044.0,4395.0,61409.0,13353.0,543426.0,501246.0,31485.0,747.0,14850.0,1196.0,14692.0,469761.0,32.9,29.2,0.4761562389951872,0.45619261232214203,0.45331116652812414,-3250.0,7444.0,1.2593276432677234,0.02372558361124345,-3.6999999999999993,0.0034961752876489158,0.7942077245188881,0.14819726224417065
"Lubbock, TX Metro Area",18219.0,7980.0,3993.0,1253.0,4000.0,5372.0,15564.0,6306.0,2996.0,1955.0,4562.0,5539.0,331.0,2100.0,6913.0,14019.0,1322.0,2108.0,285.0,119.0,1649.0,6136.0,13244.0,985.0,3216.0,234.0,117703.0,99261.0,7521.0,1188.0,2300.0,130.0,2029.0,35147.0,30959.0,26449.0,13.4,14.5,13.9,16.6,16.6,6.0,19.7,15.0,12.4,7.3,1.2,1.3,4.3,1.2,0.8,2.2,935.0,746.0,733.0,899.0,1174.0,43329.0,18472.0,40898.0,18499.0,121461.0,84411.0,126794.0,76666.0,43.8,37.9,69.7,60.8,43.3,36.4,48.6,42.3,42.6,72.8,33.0,36.6,35.6,316474.0,156217.0,160257.0,117516.0,122751.0,17029.0,22131.0,260577.0,21556.0,3139.0,6807.0,1565.0,335.0,9093.0,1420.0,114015.0,336.0,132661.0,116362.0,7341.0,218.0,3402.0,297.0,3424.0,109021.0,28.2,28.1,0.4607050883580499,0.44141117177656447,0.42867362998998426,-2655.0,4510.0,1.1705168437370033,0.029696226672115515,-0.09999999999999787,0.004486940475362905,0.8233756959497462,0.06811302034290337
"Ludington, MI Micro Area",725.0,536.0,277.0,47.0,156.0,345.0,533.0,437.0,192.0,98.0,228.0,440.0,26.0,213.0,420.0,418.0,52.0,19.0,0.0,16.0,69.0,290.0,419.0,24.0,62.0,3.0,12186.0,11847.0,53.0,63.0,46.0,0.0,150.0,297.0,29688.0,22872.0,17.6,15.8,16.6,12.8,25.3,24.6,,16.8,13.0,11.9,3.0,0.8,7.2,1.1,1.2,4.1,698.0,,521.0,743.0,913.0,2278.0,1499.0,2183.0,1528.0,11653.0,7059.0,12070.0,6376.0,53.2,24.4,67.5,53.2,37.2,23.6,52.0,34.2,30.0,,23.2,30.9,23.7,28954.0,14333.0,14621.0,11336.0,11688.0,3132.0,3549.0,27438.0,261.0,285.0,167.0,0.0,0.0,607.0,90.0,1322.0,0.0,17536.0,12115.0,821.0,5.0,419.0,10.0,387.0,11294.0,28.7,29.0,0.4236883942766296,0.44912641315519014,0.4093816631130064,-192.0,6816.0,1.29800629590766,0.0060901339829476245,0.3000000000000007,0.0031083788077640394,0.9476410858603301,0.009014298542515715
"Lufkin, TX Micro Area",2199.0,1628.0,809.0,432.0,975.0,1343.0,2034.0,1473.0,676.0,517.0,1159.0,1493.0,62.0,564.0,1576.0,1259.0,225.0,120.0,0.0,34.0,269.0,1343.0,1767.0,191.0,178.0,11.0,31035.0,25066.0,4581.0,135.0,266.0,0.0,464.0,4856.0,28371.0,18928.0,18.4,18.0,18.1,20.8,6.2,6.6,0.0,21.3,8.1,7.8,0.7,1.7,5.4,1.2,0.7,3.3,827.0,714.0,665.0,815.0,942.0,8249.0,5230.0,8464.0,5373.0,32668.0,20724.0,34690.0,18445.0,49.6,27.7,56.2,49.4,34.3,25.5,40.6,28.1,24.5,100.0,22.9,26.8,26.9,87322.0,42606.0,44716.0,31329.0,33545.0,6113.0,7734.0,69651.0,12890.0,490.0,975.0,234.0,5.0,1418.0,58.0,19326.0,63.0,36922.0,30783.0,1718.0,27.0,826.0,74.0,791.0,29065.0,38.5,38.6,0.4805102763997165,0.47500806191551115,0.45521885521885525,-165.0,9443.0,1.4988905325443787,0.01571594877764843,0.10000000000000142,0.000664208332379011,0.7976340441125948,0.14761457593733537
"Lumberton, NC Micro Area",4447.0,3117.0,1937.0,179.0,1092.0,1373.0,4102.0,2913.0,2017.0,239.0,1251.0,1397.0,125.0,1339.0,2566.0,2550.0,226.0,120.0,1.0,142.0,850.0,2430.0,2804.0,165.0,289.0,35.0,45927.0,14640.0,10928.0,18070.0,243.0,22.0,597.0,2437.0,17701.0,16104.0,15.5,17.0,17.4,17.4,16.8,11.5,0.0,18.6,6.4,6.2,0.5,0.8,4.5,1.4,0.8,3.1,645.0,422.0,370.0,606.0,717.0,12923.0,7558.0,13116.0,8328.0,48987.0,26342.0,54218.0,25860.0,39.1,39.3,73.5,68.9,44.8,27.1,52.1,39.9,35.7,32.4,25.5,38.0,37.8,132596.0,63995.0,68601.0,46965.0,52226.0,8425.0,11087.0,37096.0,31585.0,52863.0,798.0,192.0,34.0,2769.0,148.0,11774.0,34.0,53210.0,45969.0,2897.0,8.0,1405.0,61.0,1423.0,43072.0,44.1,38.1,0.4798222014270675,0.48308457711442787,0.5101163378856853,-345.0,1597.0,1.0991679085941382,0.002761477390403866,-6.0,0.0011161724335575734,0.2797671121300793,0.238204772391324
"Lynchburg, VA Metro Area",10388.0,5191.0,2730.0,964.0,3026.0,3636.0,10213.0,3995.0,2038.0,1550.0,3582.0,3720.0,144.0,1081.0,5703.0,6981.0,952.0,1532.0,98.0,64.0,848.0,4929.0,8054.0,947.0,2835.0,275.0,100912.0,81599.0,16300.0,233.0,1086.0,19.0,1216.0,2117.0,29527.0,25927.0,14.7,13.6,14.4,14.4,21.5,6.6,19.2,14.4,11.8,6.5,0.6,1.2,4.1,1.6,0.8,2.5,817.0,715.0,656.0,773.0,967.0,27669.0,13014.0,27612.0,14002.0,102748.0,66061.0,113437.0,61774.0,49.0,31.8,66.2,58.8,45.8,27.9,46.9,14.2,40.6,0.0,27.4,32.4,31.7,261652.0,125791.0,135861.0,99727.0,110012.0,21303.0,26932.0,204064.0,45002.0,571.0,3596.0,632.0,52.0,6524.0,1083.0,7501.0,393.0,116529.0,100371.0,4856.0,57.0,2113.0,174.0,2512.0,95515.0,32.0,29.1,0.4957526333673123,0.43490093620727194,0.4274328859060403,-175.0,3600.0,1.138851390442396,0.011738056013179572,-2.8999999999999986,0.00413908550288169,0.7799061348661581,0.17199180591014018
"Macomb, IL Micro Area",2321.0,817.0,307.0,37.0,214.0,384.0,2134.0,633.0,191.0,98.0,190.0,454.0,8.0,191.0,464.0,2171.0,240.0,368.0,0.0,16.0,58.0,575.0,2557.0,124.0,257.0,3.0,11408.0,10790.0,213.0,21.0,161.0,0.0,176.0,137.0,30585.0,24455.0,13.1,15.7,14.9,11.4,60.6,10.4,,14.9,9.5,7.6,1.7,1.4,4.8,0.5,0.3,2.2,662.0,494.0,543.0,646.0,895.0,4279.0,1371.0,3964.0,1455.0,12364.0,7307.0,13438.0,7346.0,38.3,42.5,80.5,74.6,78.0,40.4,79.4,66.7,41.9,,39.6,40.7,42.5,30479.0,14845.0,15634.0,12137.0,13119.0,2277.0,2957.0,27372.0,1442.0,33.0,653.0,206.0,0.0,820.0,191.0,844.0,14.0,14426.0,11292.0,616.0,23.0,290.0,0.0,303.0,10676.0,23.0,23.7,0.47901234567901235,0.43655172413793103,0.38353413654618473,-187.0,6130.0,1.250664485790227,0.037337662337662336,0.6999999999999993,0.006266609796909348,0.8980609600052495,0.04731126349289675
"Macon-Bibb County, GA Metro Area",6939.0,5228.0,3489.0,348.0,1874.0,2151.0,6935.0,5145.0,3112.0,472.0,2004.0,2885.0,335.0,1655.0,4270.0,3689.0,247.0,501.0,141.0,231.0,1092.0,3489.0,4864.0,552.0,607.0,161.0,86131.0,46481.0,36908.0,205.0,1103.0,53.0,843.0,1910.0,26360.0,24057.0,15.5,16.5,16.8,15.8,22.6,4.1,28.4,17.0,9.9,8.4,1.0,2.4,4.3,2.3,1.8,4.0,800.0,678.0,665.0,781.0,915.0,21726.0,12780.0,23013.0,14045.0,85390.0,49924.0,96648.0,52181.0,42.2,35.6,72.1,66.0,46.4,24.8,48.6,12.4,27.7,0.0,24.4,34.2,37.7,229504.0,109751.0,119753.0,81978.0,93371.0,15769.0,21363.0,116265.0,102986.0,394.0,3609.0,1419.0,75.0,4245.0,362.0,6559.0,364.0,102717.0,85991.0,3796.0,30.0,2052.0,121.0,1593.0,82195.0,36.6,31.6,0.49985584546633993,0.4959992287669912,0.47144372064838663,-4.0,2303.0,1.0957309722741821,0.007903055848261328,-5.0,0.0015773145566090351,0.5065924776910207,0.4487329196876743
"Madera, CA Metro Area",4620.0,3282.0,2065.0,253.0,1601.0,2352.0,4534.0,3085.0,1995.0,650.0,2159.0,2612.0,237.0,1637.0,2386.0,2830.0,206.0,175.0,17.0,191.0,1309.0,2390.0,2969.0,383.0,307.0,16.0,44881.0,33830.0,1484.0,617.0,849.0,6.0,1077.0,20816.0,35859.0,24808.0,13.2,12.8,13.7,16.4,14.2,8.1,0.0,19.2,9.0,7.2,1.7,1.8,4.1,1.6,0.5,2.6,1014.0,859.0,673.0,916.0,1183.0,15304.0,8918.0,17123.0,10412.0,55872.0,34355.0,61697.0,29558.0,49.3,33.6,65.1,56.1,41.9,29.8,43.9,37.8,27.3,55.7,21.2,32.9,31.2,155433.0,74972.0,80461.0,53245.0,59335.0,10203.0,11228.0,108100.0,4949.0,2489.0,3229.0,1131.0,176.0,5061.0,478.0,89798.0,153.0,50677.0,44759.0,2803.0,29.0,1281.0,47.0,1446.0,41956.0,27.4,27.6,0.49530259995630327,0.4845296057798021,0.49137931034482757,-86.0,11051.0,1.4454611415672365,0.010346057795219408,0.20000000000000284,0.0030752800241904874,0.695476507562744,0.031840085438742095
"Madison, IN Micro Area",942.0,483.0,246.0,128.0,314.0,569.0,1012.0,455.0,328.0,111.0,437.0,448.0,9.0,136.0,510.0,775.0,36.0,69.0,0.0,0.0,226.0,723.0,617.0,46.0,69.0,40.0,12632.0,12103.0,174.0,16.0,167.0,0.0,69.0,173.0,33504.0,18121.0,15.1,17.7,16.5,22.9,6.7,2.8,,16.7,5.3,6.0,0.0,0.9,4.1,1.0,0.7,3.2,742.0,,585.0,709.0,898.0,2880.0,1859.0,3285.0,1944.0,12428.0,8076.0,14044.0,6913.0,48.2,27.9,58.0,54.6,48.4,26.9,43.2,45.8,32.1,,26.8,25.9,24.5,32201.0,15332.0,16869.0,11994.0,13573.0,2488.0,3102.0,30433.0,679.0,68.0,286.0,8.0,0.0,397.0,41.0,901.0,0.0,14477.0,12759.0,875.0,0.0,455.0,9.0,411.0,11884.0,29.3,28.7,0.5179119754350051,0.48507462686567165,0.5714285714285714,70.0,15383.0,1.8489045858396336,0.0,-0.6000000000000014,0.0012732523834663519,0.9450948728300363,0.021086301667650072
"Madison, WI Metro Area",30543.0,19437.0,10359.0,812.0,5777.0,12256.0,28493.0,15161.0,7480.0,1744.0,7567.0,13716.0,288.0,2229.0,11429.0,17625.0,1562.0,7474.0,650.0,325.0,1621.0,8719.0,17728.0,1016.0,9933.0,1050.0,271938.0,243414.0,9711.0,873.0,11666.0,103.0,3596.0,10528.0,42842.0,36392.0,8.9,8.9,9.2,10.3,17.1,3.9,5.0,9.3,7.2,4.8,0.6,0.5,3.0,0.9,0.6,1.9,1046.0,812.0,940.0,1088.0,1317.0,82002.0,43174.0,77383.0,41626.0,263879.0,198296.0,268688.0,184021.0,48.8,36.5,73.6,66.1,45.9,34.0,61.4,51.4,47.6,50.4,33.6,39.1,36.4,653725.0,325952.0,327773.0,256133.0,261339.0,41441.0,50440.0,562287.0,28985.0,2219.0,32649.0,8146.0,280.0,18396.0,4932.0,37551.0,953.0,286584.0,268213.0,21528.0,497.0,9978.0,889.0,10164.0,246685.0,30.9,27.6,0.48263771258215327,0.438204520492514,0.4193060149111497,-2050.0,6450.0,1.177236755330842,0.023086213303604608,-3.299999999999997,0.007544456766989178,0.8601277295498871,0.0443382156105396
"Madisonville, KY Micro Area",955.0,801.0,407.0,199.0,517.0,595.0,816.0,505.0,218.0,374.0,702.0,667.0,17.0,242.0,931.0,393.0,52.0,36.0,0.0,53.0,233.0,597.0,455.0,215.0,53.0,9.0,18588.0,17011.0,1245.0,0.0,83.0,0.0,211.0,193.0,32753.0,20677.0,19.1,19.3,19.5,16.8,18.9,0.0,0.0,19.6,17.6,13.2,1.4,3.0,9.1,2.9,2.5,4.6,715.0,243.0,443.0,652.0,800.0,3920.0,2696.0,3956.0,2781.0,17276.0,10430.0,18785.0,9534.0,52.8,22.1,55.2,38.9,50.1,20.4,36.6,0.0,3.3,100.0,20.2,24.1,19.2,45331.0,22126.0,23205.0,16672.0,18239.0,3559.0,4598.0,40802.0,2916.0,90.0,269.0,24.0,6.0,1082.0,103.0,949.0,5.0,21405.0,18560.0,891.0,8.0,534.0,3.0,346.0,17669.0,33.2,32.2,0.46075663466967814,0.38667687595712097,0.3488,-139.0,12076.0,1.58403056536248,0.008978675645342313,-1.0,0.0022721757737530607,0.9000904458317708,0.06432684035207695
"Magnolia, AR Micro Area",1376.0,380.0,206.0,29.0,205.0,338.0,1117.0,362.0,179.0,132.0,316.0,235.0,70.0,223.0,592.0,857.0,264.0,73.0,0.0,0.0,165.0,508.0,1153.0,121.0,78.0,0.0,8562.0,5213.0,3218.0,19.0,27.0,0.0,67.0,126.0,23762.0,18704.0,17.3,20.7,18.3,20.7,0.0,16.1,,18.3,8.4,10.9,0.8,4.2,6.5,2.1,1.2,2.2,664.0,693.0,331.0,582.0,767.0,2657.0,1123.0,2664.0,1488.0,9142.0,4902.0,10288.0,5132.0,41.4,37.2,73.8,62.2,44.9,30.5,49.1,33.3,20.1,,30.4,37.1,38.3,23776.0,11407.0,12369.0,8782.0,9983.0,1739.0,2326.0,14396.0,8592.0,48.0,254.0,0.0,0.0,243.0,8.0,645.0,0.0,11666.0,8962.0,488.0,17.0,199.0,0.0,272.0,8474.0,38.4,35.7,0.44805455274769357,0.48787061994609165,0.4649350649350649,-259.0,5058.0,1.2704234388366125,0.03483606557377049,-2.6999999999999957,0.00033647375504710633,0.6054845222072678,0.3613728129205922
"Malone, NY Micro Area",2435.0,1749.0,1197.0,58.0,475.0,559.0,1415.0,621.0,548.0,75.0,514.0,598.0,182.0,572.0,1603.0,730.0,139.0,125.0,0.0,35.0,176.0,578.0,821.0,216.0,155.0,20.0,19015.0,17268.0,130.0,1266.0,37.0,84.0,147.0,359.0,27805.0,21281.0,16.0,15.5,15.5,16.3,19.5,17.7,0.0,15.4,18.7,10.2,0.7,2.2,7.2,1.7,1.5,4.1,703.0,445.0,565.0,716.0,789.0,6928.0,3343.0,3963.0,2635.0,23020.0,10829.0,18649.0,10029.0,45.4,35.3,77.7,65.2,62.3,30.3,77.8,46.6,29.6,0.0,29.9,33.7,30.0,50477.0,27483.0,22994.0,22338.0,18079.0,3944.0,4421.0,41726.0,2863.0,3609.0,280.0,93.0,111.0,831.0,104.0,1789.0,17.0,25754.0,19088.0,1987.0,37.0,1080.0,31.0,839.0,17101.0,41.6,41.6,0.36753246753246754,0.2620253164556962,0.31404011461318054,-1020.0,6524.0,1.306564541139984,0.018621036738802214,0.0,0.00206034431523268,0.8266339124749886,0.056718901677991956
"Malvern, AR Micro Area",787.0,549.0,534.0,136.0,614.0,585.0,601.0,304.0,202.0,167.0,555.0,570.0,29.0,162.0,564.0,465.0,98.0,47.0,0.0,6.0,91.0,344.0,450.0,74.0,80.0,0.0,12599.0,10770.0,1207.0,97.0,9.0,0.0,262.0,475.0,29267.0,14916.0,23.7,23.9,24.3,22.8,2.2,16.0,,24.4,14.8,12.5,2.1,4.1,7.9,2.8,2.7,5.6,619.0,438.0,368.0,660.0,774.0,3658.0,2121.0,2818.0,2012.0,14211.0,7552.0,13329.0,6428.0,53.7,22.7,51.1,39.3,26.6,19.8,44.1,11.2,55.6,100.0,19.5,23.0,21.7,33597.0,17484.0,16113.0,13736.0,12967.0,2831.0,3457.0,28434.0,3834.0,152.0,133.0,0.0,8.0,583.0,62.0,1176.0,9.0,14512.0,12377.0,596.0,2.0,367.0,44.0,183.0,11781.0,30.0,31.2,0.4329971181556196,0.3563892145369285,0.27445652173913043,-186.0,14351.0,1.9621212121212122,0.003355704697986577,1.1999999999999993,0.0018454028633508944,0.8463255647825698,0.11411733190463434
